id_evaluacion,id_registro,id_usuario,nombre,edad,genero,id_contexto,origen,actividad,ubicacion,descripcion,fecha_hora,valencia,activacion,comentario,intensidad,intensidad_normalizada,cuadrante,etiqueta_emocional
1037,1919,25,Julieta Cabrera,34,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-11 17:16:00,-0.56,0.89,Se bloqueó durante la ejecución del código,1.05152270541344,0.7435388355694678,Negativa-Alta,Frustrado
1038,5514,1,Ana Pérez,35,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-04-13 13:48:00,0.25,0.16,Registró una respuesta breve,0.2968164415931166,0.20988091861815356,Centro,Neutro
1039,958,3,Carla Rodríguez,40,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-23 16:42:00,-0.18,-0.17,Analizó ejemplos antes de resolver,0.24758836806279896,0.17507141400011597,Centro,Neutro
1040,2924,4,Diego Fernández,26,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-27 12:32:00,0.14,0.3,Revisó materiales del curso,0.33105890714493696,0.23409399821439247,Positiva-Alta,Alerta
1041,5362,6,Federico Martínez,34,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-04-15 16:50:00,0.12,0.24,Realizó la actividad sin comentarios especiales,0.2683281572999748,0.18973665961010275,Centro,Neutro
1042,5448,7,Gabriela López,35,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-05 14:05:00,-0.13,0.75,Continuó trabajando con apoyo parcial,0.7611832893594026,0.5382378656319156,Negativa-Alta,Tenso
1043,5834,8,Hernán Cardozo,42,M,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-01 12:01:00,-0.9,0.81,No logró completar la actividad a tiempo,1.210826164236634,0.8561833915698202,Negativa-Alta,Frustrado
1044,1778,9,Inés Acosta,36,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-29 08:12:00,-0.46,0.73,Se sintió presionado por el tiempo,0.8628441342444184,0.610122938431264,Negativa-Alta,Frustrado
1045,3542,10,Joaquín Suárez,25,M,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-05 12:19:00,-0.0,0.55,Analizó ejemplos antes de resolver,0.55,0.38890872965260115,Positiva-Alta,Alerta
1046,3517,11,Lucía Méndez,22,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-14 14:32:00,0.21,0.55,Registró una respuesta breve,0.5887274411814011,0.41629316592997295,Positiva-Alta,Alerta
1047,2173,12,Martín Castro,39,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-05-10 10:00:00,0.64,0.25,Recibió una devolución positiva,0.6870953354520754,0.4858497710198081,Positiva-Alta,Calmo
1048,2412,13,Natalia Ramos,36,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-16 16:49:00,-0.21,0.49,Registró una respuesta breve,0.5331041174104736,0.3769615364994153,Negativa-Alta,Alerta
1049,3536,15,Paula Costa,22,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-28 09:16:00,0.2,-0.08,Revisó materiales del curso,0.2154065922853802,0.15231546211727817,Centro,Neutro
1050,2045,16,Rafael Sosa,18,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-03 16:12:00,-0.12,0.07,Registró una respuesta breve,0.13892443989449804,0.0982344135219425,Centro,Neutro
1051,1253,17,Sofía Díaz,19,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-30 08:30:00,-0.54,0.68,Mostró frustración ante errores repetidos,0.8683317338436964,0.61400325732035,Negativa-Alta,Frustrado
1052,3662,18,Tomás Moreira,19,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-27 12:03:00,0.45,0.45,Terminó la actividad con seguridad,0.6363961030678927,0.44999999999999996,Positiva-Alta,Entusiasta
1053,760,19,Valentina Benítez,32,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-25 14:19:00,-0.18,0.49,Realizó la actividad sin comentarios especiales,0.5220153254455274,0.3691205765058349,Negativa-Alta,Alerta
1054,3377,20,Agustín Álvarez,18,M,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-30 10:37:00,0.3,-0.12,Continuó trabajando con apoyo parcial,0.32310988842807026,0.22847319317591724,Positiva-Baja,Calmo
1055,4568,21,Camila Torres,41,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-17 16:49:00,-0.17,-0.11,Realizó la actividad sin comentarios especiales,0.2024845673131659,0.14317821063276354,Centro,Neutro
1056,1394,22,Emiliano Ferreira,24,M,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-24 16:36:00,0.02,-0.25,Revisó materiales del curso,0.25079872407968906,0.177341478509682,Centro,Neutro
1057,47,23,Florencia Molina,33,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-29 12:53:00,0.51,0.47,Encontró una solución funcional,0.6935416353759881,0.49040799340956914,Positiva-Alta,Entusiasta
1058,3871,24,Ignacio Ríos,32,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-05-01 17:24:00,-0.17,-0.18,Completó una etapa intermedia,0.24758836806279896,0.17507141400011597,Centro,Neutro
1059,2089,25,Julieta Cabrera,34,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-04-07 16:13:00,0.22,0.22,Completó una etapa intermedia,0.3111269837220809,0.22,Centro,Neutro
1060,1747,1,Ana Pérez,35,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-04-03 13:30:00,0.56,0.51,Se mostró motivado durante la tarea,0.757429864739964,0.535583793630838,Positiva-Alta,Entusiasta
1061,3677,2,Bruno Gómez,39,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-08 12:12:00,0.02,0.22,Analizó ejemplos antes de resolver,0.22090722034374521,0.15620499351813308,Centro,Neutro
1062,4154,3,Carla Rodríguez,40,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-23 13:53:00,-0.0,0.48,Registró una respuesta breve,0.48,0.3394112549695428,Positiva-Alta,Alerta
1063,1521,4,Diego Fernández,26,M,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-11 10:31:00,-0.51,0.53,Se bloqueó durante la ejecución del código,0.7355270219373317,0.5200961449578336,Negativa-Alta,Frustrado
1064,3520,5,Elena Silva,32,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-28 08:05:00,-0.38,0.43,Se sintió presionado por el tiempo,0.5738466694161429,0.4057708713054696,Negativa-Alta,Frustrado
1065,4782,6,Federico Martínez,34,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-11 13:26:00,-0.05,-0.07,Realizó la actividad sin comentarios especiales,0.08602325267042628,0.0608276253029822,Centro,Neutro
1066,3195,7,Gabriela López,35,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-26 09:02:00,0.19,-0.01,Registró una respuesta breve,0.1902629759044045,0.13453624047073712,Centro,Neutro
1067,4093,8,Hernán Cardozo,42,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-12 08:03:00,0.64,0.54,Avanzó sin mayores dificultades,0.8373768566183329,0.5921148537234985,Positiva-Alta,Entusiasta
1068,5007,9,Inés Acosta,36,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-07 08:52:00,0.19,0.12,Revisó materiales del curso,0.22472205054244232,0.158902485820707,Centro,Neutro
1069,1101,10,Joaquín Suárez,25,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-17 11:30:00,-0.12,0.36,Revisó materiales del curso,0.3794733192202055,0.2683281572999747,Negativa-Alta,Alerta
1070,1032,11,Lucía Méndez,22,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-09 09:46:00,0.4,0.31,Terminó la actividad con seguridad,0.5060632371551999,0.3578407467016578,Positiva-Alta,Entusiasta
1071,2213,12,Martín Castro,39,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-04-08 09:54:00,-0.45,0.57,Se bloqueó durante la ejecución del código,0.7262231062146123,0.5135172830587107,Negativa-Alta,Frustrado
1072,616,13,Natalia Ramos,36,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-02 08:08:00,0.51,-0.04,Recibió una devolución positiva,0.5115662224971465,0.3617319449537184,Positiva-Baja,Calmo
1073,606,14,Octavio Varela,37,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-20 13:37:00,-0.19,0.12,Completó una etapa intermedia,0.22472205054244232,0.158902485820707,Centro,Neutro
1074,5181,15,Paula Costa,22,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-26 10:04:00,0.0,0.29,Registró una respuesta breve,0.29,0.20506096654409875,Centro,Neutro
1075,1359,16,Rafael Sosa,18,M,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-05-14 10:27:00,-0.13,0.43,Revisó materiales del curso,0.44922154890432403,0.3176476034853718,Negativa-Alta,Alerta
1076,2014,17,Sofía Díaz,19,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-04-24 16:04:00,-0.03,-0.08,Completó una etapa intermedia,0.08544003745317531,0.060415229867972854,Centro,Neutro
1077,5075,18,Tomás Moreira,19,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-03 11:30:00,0.48,0.47,Comprendió el problema planteado,0.6717886572427373,0.47502631506054477,Positiva-Alta,Entusiasta
1078,2315,19,Valentina Benítez,32,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-14 16:55:00,0.17,-0.43,Realizó la actividad sin comentarios especiales,0.46238512086787564,0.32695565448543623,Positiva-Baja,Cansado
1079,5481,20,Agustín Álvarez,18,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-18 08:34:00,-0.59,0.53,Se bloqueó durante la ejecución del código,0.7930952023559341,0.5608029957123981,Negativa-Alta,Frustrado
1080,2684,21,Camila Torres,41,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-07 17:30:00,0.46,-0.02,Recibió una devolución positiva,0.46043457732885357,0.32557641192199416,Positiva-Baja,Calmo
1081,3678,22,Emiliano Ferreira,24,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-30 12:44:00,0.19,-0.06,Analizó ejemplos antes de resolver,0.19924858845171275,0.1408900280360537,Centro,Neutro
1082,5694,24,Ignacio Ríos,32,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-09 09:30:00,0.47,0.89,Avanzó sin mayores dificultades,1.0064790112068904,0.7116881339463234,Positiva-Alta,Entusiasta
1083,2583,25,Julieta Cabrera,34,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-17 16:09:00,0.32,-0.35,Comprendió el problema planteado,0.474236228055175,0.3353356527421443,Positiva-Baja,Calmo
1084,2951,1,Ana Pérez,35,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-18 11:16:00,0.6,0.41,Se mostró motivado durante la tarea,0.7267048919609665,0.5138579570270368,Positiva-Alta,Entusiasta
1085,299,2,Bruno Gómez,39,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-11 09:58:00,-0.27,0.75,Analizó ejemplos antes de resolver,0.7971198153351853,0.5636488268416779,Negativa-Alta,Tenso
1086,2990,3,Carla Rodríguez,40,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-28 08:59:00,0.29,-0.09,Registró una respuesta breve,0.30364452901377953,0.21470910553583886,Centro,Neutro
1087,5058,4,Diego Fernández,26,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-04-12 12:22:00,0.31,0.7,Comprendió el problema planteado,0.7655716818169283,0.5413409276971398,Positiva-Alta,Entusiasta
1088,448,5,Elena Silva,32,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-26 11:38:00,-0.63,0.88,No logró completar la actividad a tiempo,1.082266141020775,0.7652777273643863,Negativa-Alta,Frustrado
1089,4448,6,Federico Martínez,34,M,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-28 15:47:00,-0.6,0.22,Se bloqueó durante la ejecución del código,0.6390618123468182,0.4518849411078001,Negativa-Alta,Triste
1090,4942,7,Gabriela López,35,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-18 16:54:00,0.1,-0.0,Completó una etapa intermedia,0.1,0.07071067811865475,Centro,Neutro
1091,2023,8,Hernán Cardozo,42,M,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-08 11:19:00,-0.24,0.62,Completó una etapa intermedia,0.6648308055437865,0.4701063709417263,Negativa-Alta,Tenso
1092,5557,9,Inés Acosta,36,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-14 15:22:00,0.9,-0.91,Encontró una solución funcional,1.2798828071350907,0.9050138120492968,Positiva-Baja,Calmo
1093,3567,10,Joaquín Suárez,25,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-18 10:15:00,-0.03,0.31,Registró una respuesta breve,0.31144823004794875,0.2202271554554524,Negativa-Alta,Alerta
